Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
205.6;22.1;552.89;43.58;79;1.01;0;380.2;-43.88;18;19;70.71;78;8;89.5;0;0;1.24;0;24;5;39.84
205.7;22.52;552.9;43.72;78;1.31;0;380.2;-43.63;18;19;70.7;78;8;89.5;0;0;1.24;0;24;5;39.84
205.8;22.97;552.9;44.02;75.5;1.06;0;380.2;-43.69;18;19;70.7;78;8;89.5;0;0;1.24;0;24;5;39.84
205.9;23.38;552.9;43.95;74;1.08;0;380.2;-43.79;18;19;70.7;78;8;89.5;0;0;1.2;0;24;5;39.84
206;23.77;552.9;44.1;73.49;0.9;0;380.16;-44.19;18;19;70.7;78;8;89.5;0;0;1.2;0;24;5;39.84
206.1;24.25;552.9;44.58;72.5;1.04;0;380.11;-44.64;18;19;70.7;78;8;89.5;0;0;1.2;0;24;5;39.84
206.2;24.67;552.9;44.81;71.49;1.01;0;380.06;-45.22;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.3;25.07;552.9;44.88;71.74;0.62;0;380.01;-45.82;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.4;25.52;552.9;45.2;72.25;1.06;0;379.87;-46.85;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.5;25.85;552.9;45.03;73.24;1.28;0;379.72;-47.95;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.6;26.31;552.9;45.2;73.25;1.11;0;379.66;-48.27;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.7;26.83;552.9;45.43;72.26;0.97;0;379.61;-48.47;18;19;70.7;78;8;89.5;0;0;1.19;0;24;5;39.84
206.8;27.23;552.91;45.03;72.75;1.4;0;379.51;-49.15;18;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
206.9;27.71;552.91;43.88;72.25;1.05;0;379.41;-49.9;18;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
207;28.02;552.91;42.49;72.01;1;0;379.66;-46.81;18.04;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
207.1;28.43;552.91;40.31;63.51;0.98;0;379.96;-43.11;18.18;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
207.2;28.8;552.91;35.28;54.76;0.89;0;380.39;-37.56;18.32;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
207.3;29.14;552.91;31.71;46.02;0.7;0;380.84;-31.71;18.46;19;70.7;78;8;89.5;0;0;1.18;0;24;5;39.84
207.4;29.31;552.91;29.16;33.76;0.61;0;381.37;-25.77;18.6;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
207.5;29.4;552.91;26.14;24.76;0.25;0;381.92;-19.82;18.74;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
207.6;29.51;552.91;24.33;17.52;0.08;0;382.39;-15.17;18.88;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
207.7;29.57;552.91;22.25;10.51;0.03;0;382.84;-10.72;19;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
207.8;29.61;552.92;20.78;3.76;-0.11;0;383.16;-7.65;19;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
207.9;29.56;552.92;18.9;0;-0.29;0;383.46;-4.79;19;19;70.7;78;8;89.5;0;0;1.17;0;24;5;39.84
208;29.49;552.92;18.98;-7.24;-0.15;0;383.8;-1.17;19;19;70.7;78;8;89.5;0;0;1.16;0;24;5;39.84
208.1;29.51;552.92;19.05;-12.74;-0.54;0;384.15;2.58;19;19;70.7;78;8;89.5;0;0;1.16;0;24;5;39.84
208.2;29.34;552.92;19.05;-14.24;-0.51;0;384.33;4.69;19;19;70.7;78;8;89.5;0;0;1.16;0;23.99;5;39.84
208.3;29.19;552.92;18.83;-17.5;-0.43;0;384.48;6.54;19;19;70.7;78;8;89.5;0;0;1.16;0;23.94;5;39.84
208.4;29;552.92;18.38;-21.49;-0.56;0;384.72;8.52;19;19;70.7;78;8;89.5;0;0;1.16;0;23.89;5;39.84
208.5;28.74;552.92;17.6;-26.24;-0.59;0;384.97;10.52;19;19;70.7;78;8;89.5;0;0;1.16;0;23.84;5;39.84
208.6;28.53;552.92;17.9;-28.99;-0.63;0;385.04;11.02;19;19;70.7;78;8;89.5;0;0;1.16;0;23.79;5;39.84
208.7;28.26;552.92;17.82;-29.01;-0.68;0;385.09;11.27;19;19;70.7;78;8;89.5;0;0;1.16;0;23.74;5;39.84
208.8;28.12;552.93;17.37;-28.25;-0.64;0;385.14;11.86;19;19;70.7;78;8;89.5;0;0;1.16;0;23.69;5;39.84
208.9;27.81;552.93;16.65;-30.25;-0.71;0;385.19;12.51;19;19;70.7;78;8;89.5;0;0;1.16;0;23.64;5;39.84
209;27.57;552.93;16.65;-32.75;-0.79;0;385.24;12.6;19;19;70.7;78;8;89.5;0;0;1.16;0;23.59;5;39.84
209.1;27.29;552.93;16.65;-32.76;-0.84;0;385.29;12.6;19;19;70.7;78;8;89.5;0;0;1.16;0;23.54;5;39.84
209.2;27.02;552.93;16.65;-32.75;-0.79;0;385.3;12.6;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.3;26.76;552.93;16.65;-33;-0.84;0;385.3;12.6;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.4;26.52;552.93;17.05;-32.5;-0.67;0;385.3;12.04;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.5;26.24;552.93;18.35;-31.75;-0.65;0;385.3;11.39;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.6;26.03;552.93;21.07;-27.01;-0.61;0;385.04;8.45;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.7;25.85;552.93;22.08;-21.01;-0.42;0;384.74;5.15;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.8;25.68;552.93;22.55;-16.75;-0.41;0;384.66;4.4;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
209.9;25.52;552.94;22.88;-16.99;-0.49;0;384.61;4.05;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210;25.41;552.94;24.7;-16.25;-0.49;0;384.51;2.45;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.1;25.24;552.94;26.88;-12.25;-0.37;0;384.41;0.65;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.2;25.19;552.94;27.2;-5.51;-0.2;0;384.27;-0.94;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.3;25.16;552.94;27.2;-3.75;-0.22;0;384.12;-2.49;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.4;25;552.94;27.53;-5;-0.25;0;384.1;-2.44;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.5;24.93;552.94;27.91;-5;-0.26;0;384.1;-2.14;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.6;24.88;552.94;27.83;-3.5;-0.26;0;384.06;-2.4;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.7;24.79;552.94;27.53;-3.25;-0.12;0;384.01;-2.75;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.8;24.71;552.94;27.91;-3.75;-0.37;0;384.04;-2.63;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
210.9;24.69;552.95;29.38;-4.5;-0.16;0;384.09;-2.43;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211;24.67;552.95;28.93;-2.75;-0.04;0;384.01;-3.09;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.1;24.74;552.95;28.93;-0.51;-0.05;0;383.91;-3.89;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.2;24.51;552.95;28.93;0;-0.42;0;383.9;-4;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.3;24.41;552.95;29.08;0;-0.27;0;383.9;-4;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.4;24.45;552.95;29.08;-2.5;-0.08;0;383.94;-3.87;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.5;24.45;552.95;28.6;-1.5;-0.14;0;383.99;-3.72;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.6;24.32;552.95;26.43;-1.75;-0.16;0;384.09;-2.23;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.7;24.23;552.95;23.88;-5.5;-0.22;0;384.19;-0.53;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.8;24.12;552.95;21.95;-11.5;-0.34;0;384.29;0.43;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
211.9;24.02;552.96;21.55;-12.25;-0.36;0;384.39;1.28;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212;23.85;552.96;21.8;-13.5;-0.39;0;384.49;2.22;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.1;23.69;552.96;22;-16.24;-0.42;0;384.59;3.17;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.2;23.56;552.96;21.93;-17.51;-0.47;0;384.64;3.65;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.3;23.38;552.96;21.8;-18.75;-0.47;0;384.69;4.05;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.4;23.22;552.96;21.8;-19.25;-0.57;0;384.7;4.01;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.5;23.09;552.96;21.93;-19.5;-0.55;0;384.7;3.91;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.6;22.88;552.96;22;-18.5;-0.5;0;384.7;3.73;19;19;70.7;78;8;89.5;0;0;1.16;0;23.5;5;39.84
212.7;22.73;552.96;22.55;-18.5;-0.44;0;384.7;3.53;19;19;70.7;78;8;89.5;0;0;1.15;0;23.5;5;39.84
212.8;22.58;552.96;24.56;-17;-0.46;0;384.57;1.95;19;19;70.7;78;8;89.5;0;0;1.14;0;23.5;5;39.84
212.9;22.45;552.96;27.5;-12.01;-0.22;0;384.42;0.15;19;19;70.7;78;8;89.5;0;0;1.13;0;23.5;5;39.84
213;22.41;552.97;28.6;-4.52;-0.19;0;384.23;-1.82;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.1;22.34;552.97;28.91;-1.25;-0.12;0;384.03;-3.82;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.2;22.27;552.97;29.38;0;-0.15;0;384;-4.06;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.3;22.25;552.97;29.53;-1.25;-0.14;0;384;-4.01;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.4;22.19;552.97;29.53;0;-0.13;0;384;-3.96;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.5;22.17;552.97;29.53;-1.5;-0.1;0;384;-3.91;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.6;22.19;552.97;30.15;-1.25;-0.15;0;384;-4.12;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.7;22.13;552.97;32.63;0;-0.13;0;384;-4.37;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.8;22.05;552.97;33.87;0;-0.04;0;383.96;-4.96;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
213.9;22.06;552.97;35.48;2.5;-0.05;0;383.91;-5.61;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214;22.09;552.98;36.2;3.75;0.07;0;383.73;-7.2;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.1;22.07;552.98;35.98;9.76;0.06;0;383.53;-8.95;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.2;22.14;552.98;35.73;6.75;0.03;0;383.5;-9.41;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.3;22.14;552.98;34.73;8.74;-0.24;0;383.5;-9.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.4;22.1;552.98;34.87;10.75;0.28;0;383.5;-9.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.5;22.25;552.98;34.87;9.25;0.13;0;383.5;-9.61;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.6;22.26;552.98;34.73;10.5;0.03;0;383.46;-9.81;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.7;22.28;552.98;34.2;11;0.25;0;383.41;-10.06;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.8;22.34;552.98;33.88;10.75;-0.03;0;383.49;-9.33;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
214.9;22.27;552.98;33.88;9.26;0.13;0;383.59;-8.43;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215;22.25;552.99;33.95;6.74;0.11;0;383.56;-8.56;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.1;22.37;552.99;34.18;8.5;0.15;0;383.51;-8.86;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.2;22.44;552.99;33.95;7.25;-0.04;0;383.5;-9.07;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.3;22.42;552.99;33.4;8.5;-0.09;0;383.5;-9.27;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.4;22.44;552.99;33.47;7.75;0.02;0;383.5;-9.04;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.5;22.44;552.99;33.73;7.25;-0.04;0;383.5;-8.74;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.6;22.31;552.99;33.73;6.75;0.14;0;383.5;-8.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.7;22.42;552.99;33.73;7;0.1;0;383.5;-8.61;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.8;22.45;552.99;33.4;7.5;0.05;0;383.54;-8.39;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
215.9;22.51;552.99;33.55;6;-0.07;0;383.59;-8.14;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216;22.52;552.99;33.55;6.5;-0.04;0;383.56;-8.23;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.1;22.51;553;33.55;7;0.05;0;383.51;-8.38;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.2;22.55;553;33.48;6.5;-0.03;0;383.54;-8.27;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.3;22.53;553;33.4;6.75;-0.03;0;383.59;-8.12;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.4;22.52;553;33.28;6.5;-0.01;0;383.6;-7.93;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.5;22.55;553;32.3;6.25;-0.11;0;383.6;-7.73;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.6;22.56;553;31.78;5;-0.06;0;383.64;-7.27;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.7;22.56;553;29.62;4;-0.09;0;383.69;-6.77;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.8;22.59;553;28.53;3.5;-0.12;0;383.74;-6.18;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
216.9;22.59;553;27.75;2;-0.07;0;383.79;-5.58;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217;22.57;553;26.13;0.76;-0.04;0;383.89;-4.17;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.1;22.51;553.01;24.1;-2.25;-0.2;0;383.99;-2.62;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.2;22.45;553.01;23.09;-10.49;-0.33;0;384.13;-1.28;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.3;22.3;553.01;21.55;-10.5;-0.35;0;384.28;0.02;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.4;22.16;553.01;21.86;-11;-0.35;0;384.39;0.93;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.5;22.05;553.01;22.25;-14;-0.32;0;384.49;1.78;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.6;21.88;553.01;23.63;-15.75;-0.42;0;384.5;1.69;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.7;21.76;553.01;25.03;-15.26;-0.42;0;384.5;1.44;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.8;21.63;553.01;25.03;-10.5;-0.31;0;384.46;0.84;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
217.9;21.52;553.01;25.03;-10;-0.38;0;384.41;0.19;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218;21.38;553.01;25.18;-10.75;-0.27;0;384.4;0.01;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.1;21.3;553.02;25.35;-10.5;-0.3;0;384.4;-0.09;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.2;21.2;553.02;25.1;-9.75;-0.32;0;384.4;-0.1;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.3;21.08;553.02;25.03;-10;-0.28;0;384.4;-0.1;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.4;20.99;553.02;24.9;-11;-0.27;0;384.4;-0.06;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.5;20.89;553.02;24.58;-10.5;-0.41;0;384.4;-0.01;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.6;20.79;553.02;23.33;-12;-0.33;0;384.44;0.64;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.7;20.68;553.02;21.72;-14;-0.31;0;384.49;1.39;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.8;20.51;553.02;21.23;-16;-0.44;0;384.54;2.06;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
218.9;20.38;553.02;20.3;-17.75;-0.53;0;384.59;2.71;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219;20.26;553.02;20.08;-20.5;-0.52;0;384.69;3.62;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.1;20.08;553.03;19.54;-23;-0.45;0;384.79;4.56;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.2;19.9;553.03;19.3;-24.75;-0.54;0;384.84;4.79;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.3;19.65;553.03;19.13;-25.5;-0.66;0;384.89;4.89;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.4;19.47;553.03;19.13;-25;-0.64;0;384.9;4.9;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.5;19.3;553.03;19.13;-25.25;-0.54;0;384.9;4.9;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.6;19.08;553.03;18.83;-25.25;-0.62;0;384.9;4.9;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.7;18.86;553.03;18.83;-26;-0.65;0;384.9;4.9;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.8;18.66;553.03;18.7;-26.5;-0.58;0;384.9;4.86;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
219.9;18.45;553.03;18.53;-26.5;-0.65;0;384.9;4.81;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220;18.2;553.03;18.53;-27.25;-0.67;0;384.9;4.71;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.1;17.98;553.04;18.53;-27.25;-0.64;0;384.9;4.61;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.2;17.78;553.04;18.38;-27;-0.53;0;384.9;4.51;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.3;17.55;553.04;17.89;-27;-0.4;0;384.9;4.41;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.4;17.44;553.04;17.66;-28.5;-0.69;0;384.94;4.74;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.5;17.18;553.04;17.36;-30.25;-0.68;0;384.99;5.14;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.6;16.91;553.04;17.05;-31.25;-0.74;0;385;5.37;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.7;16.7;553.04;16.67;-31.75;-0.82;0;385;5.57;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.8;16.41;553.04;16.53;-32.25;-0.47;0;385;5.69;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
220.9;16.19;553.04;15.44;-33.25;-0.69;0;385;5.79;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221;15.96;553.04;13.02;-36.99;-0.8;0;385.13;7;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.1;15.6;553.05;12.56;-42.5;-0.83;0;385.28;8.4;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.2;15.24;553.05;12.5;-47.75;-1.08;0;385.3;8.43;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.3;14.94;553.05;12.5;-47.5;-0.97;0;385.3;8.23;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.4;14.54;553.05;12.78;-47;-0.94;0;385.26;7.73;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.5;14.2;553.05;12.85;-45.75;-0.97;0;385.21;7.18;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.6;13.85;553.05;12.93;-45.5;-0.87;0;385.2;6.8;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.7;13.53;553.05;12.93;-45.25;-0.9;0;385.2;6.45;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.8;13.17;553.05;12.85;-45.5;-0.9;0;385.16;6.1;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
221.9;12.86;553.05;12.93;-45;-1;0;385.11;5.75;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222;12.52;553.05;12.93;-45.25;-0.93;0;385.1;5.49;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.1;12.16;553.06;13.1;-45.25;-1;0;385.1;5.24;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.2;11.83;553.06;13.62;-44.75;-0.99;0;385.06;4.68;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.3;11.51;553.06;14.65;-43;-0.95;0;385.01;4.08;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.4;11.22;553.06;15.43;-40.25;-0.83;0;384.91;3.23;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.5;10.92;553.06;16.5;-36.25;-0.66;0;384.81;2.33;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.6;10.67;553.06;19.28;-34;-0.65;0;384.71;1.21;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.7;10.46;553.06;20.3;-26;-0.55;0;384.61;0.06;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.8;10.26;553.06;20.76;-21;-0.45;0;384.56;-0.36;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
222.9;10.07;553.06;21.46;-21.5;-0.44;0;384.51;-0.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223;9.92;553.06;22.25;-20.25;-0.4;0;384.5;-1.04;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.1;9.77;553.07;22.4;-17.5;-0.42;0;384.5;-1.44;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.2;9.63;553.07;22.55;-17.5;-0.43;0;384.5;-1.54;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.3;9.49;553.07;22.88;-17.75;-0.41;0;384.5;-1.59;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.4;9.37;553.07;22.88;-16.5;-0.44;0;384.46;-1.64;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.5;9.22;553.07;22.73;-16.73;-0.39;0;384.41;-1.69;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.6;9.08;553.07;22.4;-16.73;-0.41;0;384.4;-1.7;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.7;8.93;553.07;22.17;-17.5;-0.38;0;384.4;-1.7;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.8;8.81;553.07;21.72;-18.23;-0.4;0;384.4;-1.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
223.9;8.66;553.07;19.78;-18.23;-0.44;0;384.4;-1.61;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224;8.5;553.07;16.73;-19.96;-0.51;0;384.44;-1.43;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.1;8.34;553.08;16.53;-21.96;-0.57;0;384.49;-1.23;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.2;8.16;553.08;16.65;-25.23;-0.57;0;384.5;-0.94;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.3;7.97;553.08;16.8;-28.27;-0.61;0;384.5;-0.64;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.4;7.76;553.08;16.8;-30.96;-0.64;0;384.54;-0.51;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.5;7.49;553.08;16.8;-32.46;-0.65;0;384.59;-0.41;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.6;7.26;553.08;17.04;-32.73;-0.66;0;384.56;-0.66;19;19;70.7;78;8;89.5;0;0;1.12;0;23.5;5;39.84
224.7;7;553.08;17.35;-31.5;-0.64;0;384.51;-0.96;19;19;70.7;78;8;89.5;0;0;1.11;0;23.5;5;39.84
224.8;6.8;553.08;18.66;-28;-0.64;0;384.46;-1.43;19;19;70.7;78;8;89.5;0;0;1.1;0;23.5;5;39.84
224.9;6.6;553.08;19.45;-23.31;-0.52;0;384.41;-1.93;19;19;70.7;78;8;89.5;0;0;1.09;0;23.5;5;39.84
